praf,pmek,plcg,PIP2,PIP3,p44_42,pakts473,PKA,PKC,P38,pjnk
375,610,562,914,13.7,69.8,426,10.3,138,698,302
67.9,97.3,615,1230,17.9,10.2,84.3,50.5,160,882,219
286,449,337,632,15.1,24.4,175,3.68,41,262,215
294,519,379,737,10.3,30,175,6.15,92.2,632,269
102,181,898,1568,22.1,37.5,246,10,57.8,334,1252
155,184,308,500,18.4,51.9,368,8.2,179,1046,176
184,302,209,325,11.2,11,91.4,3.75,99.1,644,414
300,514,343,610,7.04,34,142,6.49,32.5,172,66.1
858,1358,244,437,19.1,34,127,7.04,48.3,300,69.2
284,528,223,379,8.13,52.8,233,11.7,947,4656,1731
262,355,813,1370,67.3,18.6,107,6.85,14.1,60.4,626
349,496,241,337,7.84,62.1,334,9.56,52.8,322,70.4
68.5,105,205,365,6.61,19.1,81.3,13.3,79.9,414,157
227,410,217,414,2.09,48.7,355,5.14,46.1,281,743
29.7,51.4,211,407,2.97,95.6,573,10.8,127,638,461
207,313,239,389,15.8,15.7,51.9,5.42,44.9,316,165
115,170,292,557,4,32.8,235,4.45,64.9,389,193
186,300,68.5,262,13.2,23.1,163,4.26,49.1,337,181
155,274,213,396,9.47,52.3,248,12.1,106,770,179
181,297,150,271,1,67.3,392,10.7,47,250,882
770,1197,264,392,4.83,21.3,150,15.3,81.3,433,179
110,186,33.7,59.9,37.9,106,667,13.8,123,667,271
578,1009,248,523,3.92,56.7,313,23.9,55.7,313,44.9
248,422,158,267,11.2,49.1,264,5.52,12.4,69.8,231
239,375,183,302,5.57,40.7,233,4.37,250,1407,505
178,294,528,973,16.5,21.9,83.5,1.08,51.4,322,340
167,289,308,538,3.05,29.7,164,3.4,820,4217,914
578,914,1382,2247,53.8,54.2,305,10.7,41.8,244,102
237,334,308,514,1,118,835,21.1,235,1358,632
340,483,176,311,2.53,73,496,13.1,173,1027,362
300,519,93.1,165,11.8,45.7,281,18.9,86.6,621,349
615,931,95.6,163,3.75,59.4,281,7.57,22.7,137,122
874,1370,407,655,12.5,50.5,379,2.48,98.2,557,215
209,322,95.6,188,4.37,81.3,588,16.1,73,426,289
67.3,113,269,1165,63.8,7.7,14.5,120,59.9,365,106
269,422,483,835,18.9,92.2,594,20.2,130,806,213
1009,1526,407,784,9.91,28.6,198,16,491,2738,1263
117,198,231,426,6.67,44.9,231,10.5,1018,5328,2148
96.5,99.1,200,340,3.05,69.8,491,12.4,509,2839,1252
235,316,110,167,3.75,95.6,578,9.91,92.2,673,292
547,931,305,483,11.1,50.9,286,1.84,65.5,372,322
184,311,102,193,17.6,119,704,6.26,93.9,594,233
491,813,638,1275,27.6,33.1,221,1,40.7,274,104
289,396,382,679,19.6,52.8,359,2.27,77,407,382
184,319,161,302,5.33,39.6,248,14.1,51.9,322,106
461,644,175,322,2.09,29.7,160,7.99,49.1,297,145
163,235,90.6,179,2,66.7,375,11.5,35.9,188,289
196,334,2666,4740,184,93.9,519,9.22,717,3555,3398
104,143,267,496,4.49,110,757,17.3,141,813,346
547,874,328,426,24.1,48.7,325,8.06,58.8,403,276
355,594,308,505,5.62,20.7,151,7.7,119,835,147
523,858,235,478,14.2,39.2,223,2.71,62.6,368,328
538,843,365,578,3.62,24.8,219,15.7,583,3051,1241
255,429,271,414,9.31,79.1,514,62.6,164,791,939
198,349,217,437,7.04,77.7,533,92.2,43.7,271,147
1999,3051,172,289,2.41,56.7,269,12.6,66.1,429,113
204,164,300,542,10.7,22.5,136,3.72,50.9,211,311
237,325,281,562,6.67,21.3,111,5.42,46.1,281,300
644,1084,500,851,11.2,45.7,365,1,71.7,433,359
588,874,308,583,11.3,89.8,583,11.9,57.3,313,219
1526,2371,229,396,9.31,27.4,198,5.67,49.6,319,79.1
1596,2267,426,843,25.9,54.7,346,14.7,138,947,372
253,325,274,449,26.7,27.1,137,3.37,120,791,219
410,717,189,375,17.6,10.5,8.9,13.1,184,1055,269
3368,4958,410,632,28.6,21.5,83.5,75,26.4,146,80.6
31.6,64.4,437,757,16.4,76.4,533,21.3,74.3,474,215
173,279,1446,2436,70.4,90.6,679,5.05,85.1,474,233
730,1208,233,379,9.47,51.9,163,18.1,196,1084,389
83.5,96.5,1263,2072,17.6,15.5,107,10,92.2,547,141
184,316,211,343,1.07,34.9,231,8.82,96.5,673,219
99.1,124,407,757,21.1,2.39,8.43,11.7,198,1197,316
355,632,1640,2480,118,43.3,286,10.6,115,667,355
264,407,165,470,108,56.7,403,9.91,31.9,244,87.4
392,604,64.9,110,8.82,172,1055,8.98,229,1370,392
474,750,52.3,82,3.46,47.4,255,7.64,858,4332,1027
956,1446,552,956,25.5,41.4,331,2.94,69.8,389,132
410,644,188,316,6.67,24.4,141,10.4,1046,5425,2267
108,179,799,1298,16.1,58.3,305,32.8,71.7,392,198
225,359,337,573,16.4,49.1,322,51.9,131,692,305
274,396,133,204,7.3,33.1,178,1.01,10.6,79.9,322
346,583,1911,2943,100,132,632,40,153,882,264
1512,2167,186,322,14.7,18.4,84.3,6.44,69.8,400,104
132,237,799,1407,18.9,28.4,178,9.56,93.1,519,262
97.3,161,181,346,4.78,50.5,352,1.63,542,3220,453
221,340,449,858,17.2,20.7,125,3.65,229,1219,806
255,418,233,382,8.35,58.3,325,5.23,64.9,500,135
150,231,186,328,7.77,48.7,284,2.94,120,621,898
253,403,95.6,164,11.5,74.3,542,16.5,60.4,340,136
922,1420,297,426,30.8,2.76,19.5,99.1,1046,5186,2247
211,284,284,599,11.1,112,655,34.9,63.8,362,175
97.3,64.4,91.4,170,7.17,147,914,11.8,67.9,433,202
167,253,205,379,8.2,13.3,73,12.7,53.8,294,191
632,1065,322,538,11.7,94.7,679,18.3,43.7,225,730
85.1,150,947,1596,18.6,87.4,562,10.9,61.5,426,313
205,334,87.4,151,6.32,225,1382,74.3,142,874,264
302,487,496,882,22.7,28.1,146,20.7,23.5,146,121
573,939,102,186,1.12,130,820,30.5,66.7,478,319
269,362,227,349,14.5,137,1000,30.2,259,1459,305
843,1275,146,279,10.4,64.4,400,4.91,64.4,418,142
1554,2187,723,1310,23.7,31.1,198,8.82,914,4656,874
193,237,289,478,8.13,8.51,46.1,81.3,32.8,211,35.2
274,396,204,355,2.02,75.7,372,9.22,55.2,311,233
562,843,547,973,13.5,50.5,294,11.1,53.3,349,175
382,487,359,573,7.7,42.9,264,3.62,91.4,578,211
1155,1700,255,466,8.66,23.9,130,8.74,73,457,175
1075,1625,155,289,5.38,17.3,100,13.3,139,882,178
294,400,183,325,3,27.9,176,2.53,157,890,365
644,1144,237,385,17.6,55.2,253,11.4,76.4,487,131
22.3,24.8,200,343,7.23,40.7,279,12.6,33.7,200,137
343,470,737,2035,93.1,69.8,478,17.2,193,1275,410
160,207,241,433,6.79,10.3,75.7,4.33,14.1,72.3,241
445,710,331,632,8.35,33.4,196,81.3,743,3924,1298
66.1,95.6,255,457,10.7,16.4,97.3,11.1,68.5,392,269
533,874,12.5,15.7,17.5,81.3,466,8.66,125,743,281
129,193,70.4,109,6.92,28.9,163,2.81,35.9,244,85.8
173,241,241,418,11.7,163,1046,5.88,1104,5989,2436
223,311,297,562,9.91,59.4,396,3.55,53.3,294,106
121,175,59.9,188,36.8,39.2,250,4.18,77.7,418,207
300,441,414,757,13.7,77.7,638,31.1,117,567,519
246,410,418,626,15,117,710,22.9,66.1,449,396
141,246,340,673,17.9,53.3,422,5.28,85.8,466,196
179,340,125,213,5.23,67.9,500,9.73,24.4,126,204
297,407,1894,2890,39.2,127,906,31.6,124,898,557
193,257,259,375,14.2,59.9,352,6.44,189,947,1134
414,626,213,346,10.7,5.19,29.4,86.6,68.5,407,205
91.4,106,316,573,3.75,125,858,73,86.6,594,292
90.6,133,956,1625,32.2,119,594,5.23,45.3,319,84.3
791,1298,255,441,10.3,79.1,407,82.8,334,1911,1134
679,1186,58.3,114,1,50,385,14.6,29.2,150,77
111,183,441,874,6.92,22.3,124,1,74.3,487,355
155,221,991,1685,30.8,53.3,305,18.1,189,1124,562
717,1144,155,239,1,66.7,509,6.44,94.7,514,661
890,1370,205,385,5.94,60.4,337,15,115,704,248
193,313,66.7,106,3.55,21.9,120,1.96,3.85,44.5,39.2
244,389,289,453,16.7,89,685,5.28,1134,5140,1827
160,231,229,400,14.5,74.3,567,4.78,164,1037,246
557,914,145,239,1,59.4,500,2.62,158,947,217
221,385,279,538,7.1,124,764,25.5,250,1298,157
259,396,183,322,16.8,8.51,63.2,67.9,37.9,202,132
368,557,655,1176,25.9,22.9,170,11.9,547,2969,874
102,127,189,313,12.5,27.4,179,3.59,533,3023,1046
2054,3106,509,965,18.1,35.9,225,8.9,40.3,207,157
407,594,313,567,39.2,40,311,3.82,75.7,496,147
737,1104,396,710,21.3,157,914,27.4,179,1046,302
165,209,487,1009,8.82,37.9,205,6.85,181,906,1486
311,461,191,382,7.17,26.2,153,16.7,50.9,300,183
1334,2091,757,1252,56.2,82,557,15.1,241,1420,297
188,340,115,225,13.6,41.8,294,13.3,38.9,205,39.2
1208,1794,784,1433,14.9,15.7,105,6.04,667,3368,813
1358,2091,179,300,10.6,14.2,111,10.9,106,655,157
109,149,362,644,12,105,710,13.6,31.9,188,215
271,426,143,233,8.13,34,167,9.82,51.4,305,131
115,173,316,604,10,52.3,313,2.44,72.3,418,281
151,264,375,632,25,56.7,362,4.33,219,1176,250
365,514,264,487,1.26,50.9,322,13.7,89,578,239
262,437,250,445,7.7,44.5,297,2.41,95.6,626,111
215,365,124,219,3.43,82,519,10.6,30.5,158,47
172,176,449,828,12.3,71.7,445,20.7,445,2393,1334
241,385,820,1554,15.1,34.3,205,5.73,62.6,300,264
217,385,246,457,8.98,20.7,150,4.87,79.9,445,750
1208,1778,1241,2110,44.9,52.3,264,9.47,129,777,906
227,346,189,349,3.52,42.6,211,12.9,176,1114,407
68.5,118,13.8,62.6,57.8,93.9,519,18.9,106,533,1700
189,325,188,352,2.19,115,673,8.43,53.3,334,138
331,500,644,1134,9.73,76.4,562,15.4,890,4179,1219
157,262,764,1486,12,77,573,6.98,764,3786,1540
542,906,125,219,1.88,19.8,111,3.96,48.3,267,186
750,1094,403,667,14.5,56.7,375,12.2,1124,5425,1981
491,704,138,235,6.92,112,750,13.2,79.9,519,237
1065,1625,396,704,13.9,127,799,5.57,71,457,66.1
487,784,170,313,13.3,40.3,157,12.5,24.4,122,151
209,294,119,215,1.72,101,599,32.2,66.1,343,352
538,1009,750,1370,20,46.6,267,1.84,48.3,279,221
262,346,138,219,7.43,38.2,198,7.3,35.5,165,284
246,302,750,1322,41.8,63.2,514,9.22,24.6,82.8,599
207,281,241,422,8.51,17.9,108,7.84,328,1762,491
284,470,281,461,11.2,79.1,557,9.82,66.1,325,19.8
257,294,1611,2595,57.3,37.9,200,85.8,81.3,478,828
124,184,78.4,117,12.6,122,890,41.4,76.4,466,183
843,1298,385,667,18.9,69.8,474,4,65.5,352,146
610,956,146,257,13.7,1.5,17.8,69.8,82,621,101
1124,1794,437,757,30.8,161,1018,15.4,51.4,337,209
621,931,64.9,157,13.3,29.7,175,13.9,64.4,349,168
313,500,68.5,101,11.1,11.8,83.5,132,33.4,150,151
710,1094,542,982,16.3,35.2,113,19.5,124,843,176
813,1358,146,322,250,124,737,52.8,65.5,382,130
1433,1928,1486,2308,28.4,122,777,5.42,225,1310,359
82.8,143,267,483,2.09,57.3,340,17.8,362,2072,1298
311,400,204,385,12,101,698,6.1,62.6,426,89
340,474,271,519,1.95,93.1,552,16.4,115,730,110
441,723,284,466,13,72.3,414,12,217,1124,764
437,610,34.9,57.8,47.8,79.1,649,15.8,487,2642,1346
175,294,259,667,27.6,52.8,233,18.6,57.8,343,188
108,139,1582,2227,47,48.7,340,13.2,54.7,349,117
466,743,151,271,1.93,70.4,346,50.5,83.5,552,113
297,491,328,632,29.4,62.6,375,11.9,63.2,441,179
644,922,215,382,6.32,59.9,422,7.99,126,710,195
368,588,313,523,9.73,59.9,331,9.06,57.8,349,207
104,161,286,519,7.1,149,939,18.4,43.7,257,588
1370,1860,1134,1860,55.7,56.2,362,25.5,112,615,68.5
262,389,131,219,2.71,41,213,19.6,791,4179,2148
221,328,255,478,7.7,39.2,213,8.28,85.1,496,198
250,365,437,799,13.3,57.3,355,18.1,172,1027,784
189,276,155,322,10.6,54.7,359,11.2,96.5,632,239
279,422,97.3,308,26.4,99.1,514,6.92,99.1,547,445
311,437,146,294,5.09,62.6,496,9.39,88.2,562,583
48.7,67.9,661,1197,36.2,44.9,319,17,82,552,281
269,346,449,743,21.5,31.3,198,75.7,57.8,362,154
209,264,343,621,9.56,54.7,362,10.5,69.2,414,294
221,359,368,661,7.57,78.4,487,3.65,85.8,466,179
1298,1827,239,426,20.2,62.1,410,12.2,77,483,279
764,1219,1263,2017,20.2,67.3,340,22.7,70.4,403,198
89.8,125,302,523,5.94,50.5,392,34.3,25.5,130,67.3
257,403,267,500,15,31.6,248,1.55,58.8,316,80.6
259,389,94.7,165,12.6,54.7,396,10.5,104,573,362
157,147,93.1,172,20,108,655,18.1,487,2642,632
429,673,1459,2350,31.6,204,1263,125,34.3,195,723
231,284,109,209,6.15,119,698,8.66,75,389,227
250,346,319,583,7.7,67.3,316,9.91,176,939,255
88.2,150,204,418,4.87,54.7,274,16.3,56.7,286,108
396,673,297,610,11.2,4.33,20.9,3.65,1018,5186,1554
441,770,231,375,5.38,25.5,154,10.3,59.9,349,92.2
167,313,193,368,12.6,55.2,274,17.2,50.9,279,150
98.2,193,115,225,4.57,93.1,791,36.5,69.8,453,139
311,519,205,359,4.7,75,466,12.6,102,615,233
1370,1911,22.1,54.7,57.8,104,538,19.3,1094,5328,1407
84.3,119,316,567,23.3,36.8,211,8.35,221,1197,1124
483,770,133,267,9.73,77.7,557,12.4,161,874,557
65.5,95.6,289,466,12.6,1.79,44.9,63.2,150,956,644
835,1322,91.4,181,4.91,59.4,429,5.28,126,820,207
334,573,1827,2943,68.5,65.5,491,2.89,70.4,457,154
813,1230,368,638,22.1,60.4,379,15.3,19.3,112,119
233,375,355,632,4.26,75.7,491,14.7,89,478,141
233,289,340,667,16.4,18.4,133,17.5,108,704,302
125,205,168,286,10.6,139,820,14.5,62.6,372,131
698,956,1334,2148,170,21.9,153,9.14,69.2,349,195
359,588,229,433,4.74,5.38,25.3,70.4,466,2525,914
441,723,150,274,11.5,33.4,217,6.67,64.4,337,229
97.3,136,403,757,5.57,3.08,35.2,103,528,2864,638
1715,2350,118,195,5.99,37.2,241,4.87,129,685,250
196,297,274,547,6.92,62.1,279,15.4,77.7,514,113
241,396,181,305,6.04,110,610,9.39,59.9,359,163
389,578,188,355,14.3,50,271,8.66,956,4914,1670
257,461,799,1370,56.2,7.43,17,1.19,66.1,461,255
2129,3278,483,965,17,73,396,13.9,85.8,599,209
173,235,115,195,5.83,62.1,365,7.7,45.3,279,75.7
866,1165,710,1055,33.7,44.9,264,8.66,186,1037,1037
225,334,189,337,7.37,158,1144,40.7,135,764,151
271,414,217,414,10.4,50,289,9.06,470,2788,1446
418,638,1611,2788,77,61,375,7.04,123,737,445
334,496,151,253,14.7,115,750,17.2,138,890,255
365,573,346,615,8.13,38.9,227,4.41,679,3460,835
195,337,179,319,10.6,77,478,17.5,46.6,90.6,500
150,267,132,255,6.67,8.06,67.3,1.06,50.9,281,202
389,626,1298,1911,33.4,67.3,519,30,50.9,294,189
375,547,281,414,5.19,50.5,294,7.84,225,1263,604
221,328,239,453,8.06,9.39,24.1,1.72,5.47,38.2,322
1186,1860,158,284,3.96,92.2,562,22.7,42.9,259,237
1382,1877,1075,1981,83.5,45.7,311,6.73,50,267,244
