Akt,Erk,Jnk,Mek,P38,PIP2,PIP3,PKA,PKC,Plcg,Raf
33.1,3.82,41,340,89.8,24.6,10.8,105,35.9,18.9,246
67.9,5.62,4.33,73,20.9,56.2,50.5,1778,1,19.3,42.2
84.3,2.67,2.76,139,13.6,38.2,16.8,262,1,30.2,105
47,1,12,866,49.1,41.4,13.5,94.7,2.33,23.1,552
93.9,26.9,7.37,1459,35.9,23.7,18.8,1275,2.19,11.9,965
10.2,2.67,10.3,552,33.4,41.8,30.2,100,1.32,21.7,365
70.4,3.65,5.38,313,17.5,77,29.4,1762,1.54,15.4,223
85.1,1,36.2,110,37.5,343,78.4,255,3.4,40.7,63.2
34.3,4.57,3.68,1731,20.7,42.2,22.7,209,3.4,30.8,1165
32.8,1,15,175,32.8,17.6,7.23,39.2,1.45,11.2,131
75,1.17,7.3,343,15.5,160,37.5,189,1,63.2,244
120,4.53,26.7,25.9,62.6,46.1,30.5,359,15.5,13.7,12.6
54.7,18.3,1.32,1027,10.7,30.5,14.2,1499,3.02,33.1,655
147,1,4.96,340,24.4,441,106,349,2.05,40,253
79.1,3.68,5,114,7.1,2.94,22.1,178,2.02,1.65,71.7
73,2.39,12.6,1762,31.9,42.9,48.3,253,1,35.5,1186
35.9,7.5,23.7,196,60.4,22.3,37.2,267,2.71,10.7,114
28.4,1,10.5,784,38.5,26.4,21.5,82,18.4,10.5,528
52.8,10,8.2,445,33.4,6.26,4.45,1358,1.29,7.64,302
63.8,24.8,12.6,63.2,34,41,28.1,914,8.66,18.6,51.9
52.8,1,6.26,621,13.9,61,7.91,51.9,1.98,39.2,437
120,2.94,7.17,58.8,38.9,115,40.3,302,10.3,17,44.9
21.3,1.75,2.11,71.7,16.7,61,27.4,110,2.31,15.8,79.9
91.4,4.96,20.9,145,79.9,410,62.6,223,33.1,11.8,93.9
61,3.05,4.18,453,21.3,146,42.2,154,1.22,28.1,308
67.9,21.1,4.78,449,37.2,94.7,35.9,2788,2.5,24.1,227
122,23.9,5.47,154,13.5,42.2,9.82,1446,2.71,33.4,126
97.3,2.81,9.31,94.7,23.5,53.8,13.1,316,2.13,14.7,71.7
133,12.1,12.6,55.7,53.3,248,28.1,1358,1.7,9.56,39.6
24.1,1.04,113,1134,49.1,267,76.4,107,7.84,14.5,743
17.8,1,6.61,139,49.1,40.3,15.5,107,1,12.3,104
43.7,3.46,16.5,1420,61.5,20.5,12.1,202,1.42,10.6,956
24.6,6.85,7.77,294,29.7,35.5,29.7,67.3,1.3,10.8,229
143,7.99,14.5,573,46.1,129,44.1,441,5.73,12.3,453
175,1.83,11.7,505,12.1,164,18.9,519,1.45,8.98,355
46.1,4.22,23.9,820,44.9,24.1,18.6,189,15.4,13.3,547
76.4,2.25,3.4,231,19.5,20.7,31.6,274,1.13,13.7,153
64.4,20,6.49,289,23.7,231,31.6,965,1.03,8.13,178
276,51.9,8.2,204,41,135,15.1,2996,14.5,10.3,179
26.4,2.31,6.55,667,12.4,23.3,23.9,53.3,2.46,20.9,445
50.5,3.34,5.42,1382,59.9,17.3,8.43,160,1,13.3,922
23.5,1.03,3.65,18.3,25.9,20.9,6.98,48.3,1.64,16.4,13.9
41,4.1,12.2,445,38.9,30,67.9,186,1.07,18.6,302
119,12,1.14,1540,7.17,110,21.9,4573,1,13.6,1075
47,3.59,5.62,136,33.7,198,35.2,204,2.59,9.91,193
122,37.9,6.32,211,36.5,104,31.6,3555,2.84,10.8,167
26.9,1.35,120,433,28.9,16.8,8.58,124,1,11.5,276
223,87.4,6.79,365,17,30,37.2,3429,1,12.2,262
23.9,1,4.14,375,10,322,40,85.8,2.81,1.26,274
45.3,1,90.6,542,56.2,81.3,25.3,131,5.19,23.1,359
119,10.6,4.29,588,32.8,27.6,5.73,1611,1,22.1,382
44.5,9.22,51.9,1963,17.8,103,41,973,6.61,14.5,1310
39.6,1,8.13,94.7,30.8,16.7,32.8,60.4,1.08,11,77
69.2,18.4,7.37,284,19.6,58.8,25.9,1144,1,16.8,189
30.2,1,1,965,31.1,11.4,10,29.7,1.65,20.9,615
161,5.05,1.1,638,11,49.1,50.9,523,1,40,418
85.8,1,6.79,340,26.9,19.8,61.5,137,1.17,10.5,225
204,16,67.9,271,31.3,9.56,20.2,4491,2.5,13.8,181
93.1,9.65,7.43,79.9,31.1,83.5,42.6,1747,1.3,22.7,63.2
36.8,1,20.9,426,43.7,119,23.1,87.4,12,36.8,389
108,1.23,81.3,685,25.5,34.9,25.7,223,1,6.55,457
112,24.6,9.82,43.3,9.73,147,21.3,542,2.55,72.3,39.2
178,16.5,21.7,311,31.1,49.6,19.3,191,3.75,6.79,209
22.5,2.81,12.9,1000,27.1,16,10.6,54.7,1,14.2,667
138,24.1,6.21,43.7,16.7,121,17.8,3960,2.41,11.3,32.5
54.7,16.3,3.31,108,15.7,19.5,20.5,947,1,20.2,70.4
22.1,1,92.2,271,69.8,215,19.1,3.65,26.7,6.15,183
89,1,10.5,723,36.2,40.3,30.5,163,1.07,10.7,487
77.7,2.37,5.05,2308,40.7,48.7,11.8,259,7.37,45.7,1582
75.7,26.9,7.99,103,44.9,15.4,5.28,1065,4.33,21.3,49.1
42.2,7.43,9.91,407,28.4,47.4,13.9,300,5,19.1,292
131,5.73,7.91,461,13.6,11.4,10.2,3398,1,17.5,308
20.4,1,5.19,168,10.2,7.99,7.77,45.3,1,14.7,111
111,1,4.66,552,12.9,36.5,25,223,1.98,19.8,337
89,5.62,3.52,142,15.1,14.7,9.82,221,2.76,18.1,117
153,1,3.92,547,25.9,87.4,14.9,237,2,13.8,375
59.9,2.69,7.3,673,46.1,139,23.5,184,1,63.8,365
28.9,1.15,1.14,267,18.9,16.7,2.41,88.2,1,13.3,183
21.9,2.74,8.82,130,22.1,12.9,12.6,179,1.25,13.6,85.1
62.6,4.57,9.39,138,34,362,89.8,191,2.89,9.31,93.1
69.2,2,8.13,279,16.3,40.7,10.4,165,5.47,27.9,193
67.9,1,12,35.5,35.5,21.1,23.3,189,2.31,16.5,22.9
61.5,1.61,7.23,557,50,196,14.5,172,5.05,16.4,392
39.6,1.17,3.89,1472,16.5,16,46.1,130,1,2.17,965
88.2,2.05,1.84,1114,33.7,61.5,15.1,257,1.23,51.4,717
48.7,9.39,9.73,279,17.9,20.7,6.79,982,1,20.4,193
80.6,4.29,2.15,496,10.5,50,25.3,233,1,16,382
96.5,3.72,9.65,343,12.4,117,40.7,233,1.57,10.8,246
108,1.88,13.9,626,8.9,71,28.1,276,1,9.22,418
49.1,3.22,9.22,322,15.7,11.5,10.9,131,1,20.4,227
48.7,3.92,3.79,233,28.4,83.5,70.4,157,2.27,30,137
52.3,1.46,14.6,777,31.6,25.9,17.9,138,1,15.7,542
56.7,1,1.06,257,28.4,90.6,37.5,75,1.98,22.1,168
34.6,1,3.08,368,17.9,17.8,62.1,142,1,4.33,262
79.1,24.8,57.3,382,153,16.1,16.7,874,35.2,19.8,237
32.2,2.97,27.6,478,69.2,81.3,20.9,55.2,23.3,45.3,292
85.8,5,59.9,704,19.5,262,36.8,407,1,1.47,505
34,4.87,10.6,368,10.6,33.7,22.5,137,1.06,6.79,223
57.8,10.1,13.2,253,31.6,15.8,9.39,1778,1.39,15.4,170
172,23.5,1.96,400,18.6,57.3,44.1,1027,1,19.8,292
34,4.37,4.45,42.9,34.6,28.4,19.5,65.5,3.55,21.7,47.4
133,39.6,1,158,13.2,18.3,3.55,4614,1,20,99.1
23.9,1.35,1,191,10.3,23.7,5.73,42.6,1.12,20.5,176
59.4,2.17,7.77,1298,47.4,38.2,10,135,4.83,41.8,898
130,9.22,7.7,305,47.4,45.3,65.5,449,6.79,11.8,217
70.4,13.5,9.14,621,9.56,115,21.7,1512,3.92,16.4,403
167,25,22.3,196,53.8,127,52.8,973,13.6,35.5,157
54.2,1,3.37,750,16.3,62.6,13.8,123,1.6,13.7,461
83.5,1,4.83,1155,20.7,75.7,43.3,255,1.08,11.1,813
23.5,1,9.47,533,43.7,6.04,26.9,82,6.61,2.23,365
28.6,2.81,8.74,328,25.7,46.6,16.3,69.2,1,30.2,221
18.6,1.63,8.58,173,41.8,509,62.1,73.7,2.25,35.9,115
19.8,2.48,25.7,2110,48.3,33.4,5.57,103,6.92,23.3,1395
40.3,1,7.37,141,37.5,179,34.3,136,2.31,81.3,74.3
127,4.45,4.61,813,15.7,18.1,18.3,1843,3.92,14.6,542
70.4,3.89,3.08,533,10,50.5,23.7,186,1,16.1,365
198,4.1,2.84,235,17,146,43.3,533,1.51,37.9,153
32.2,1,62.6,2017,82.8,75,13.5,66.1,29.4,2.02,1395
82.8,2.55,7.17,2371,26.4,183,20.2,233,1,12.6,1554
147,36.2,12.9,239,27.4,89.8,20.2,2690,1.78,9.47,150
153,1,5.94,80.6,13.5,1.54,24.6,418,1,5.73,71
196,16.3,13.3,828,24.1,25.7,16.8,143,3.34,3.72,599
31.9,1,7.43,204,19.6,16,13.9,53.3,1,17.6,172
122,11,27.6,94.7,65.5,83.5,31.6,337,17.8,14.2,72.3
59.4,2.02,2.84,352,21.1,108,25,213,1.86,8.43,244
41.4,2.15,3.22,528,16,16.3,1.26,78.4,1,15,392
73.7,1.88,6.85,271,25,31.9,41.4,292,2.55,10.2,202
44.9,1,5.52,422,36.8,235,54.7,110,3.65,33.1,274
52.3,3.62,5.38,259,69.8,32.2,19.5,1075,1,9.47,158
132,6.92,11.3,1000,17,41.8,13.8,1176,4.03,14.6,632
115,1,15.8,352,19.5,21.7,7.64,229,2.13,14.1,231
119,2.33,5,1554,41.8,119,21.5,403,1,14.9,1104
22.9,1,11.1,410,52.3,101,23.3,99.1,3.31,59.9,253
59.4,17,6.49,426,26.9,54.7,16.1,858,1.96,14.5,281
98.2,1.29,2.76,375,8.13,28.1,78.4,253,1,11.2,248
93.9,17.9,10.5,99.1,53.8,41,12.4,573,1.98,20.7,59.4
32.2,1.11,14.3,11.7,61,13.2,33.7,12.7,1.55,7.84,4.45
58.8,20.5,8.28,22.1,27.9,1.76,18.3,898,1,3.34,29.2
26.9,3.34,13.5,588,61,49.1,27.1,108,13.8,11,437
79.1,2.84,7.77,235,16.1,19.1,13.8,337,3.68,13.8,188
41,4.57,7.43,528,28.6,26.7,24.1,1700,1,10.4,365
32.8,2.86,16,150,38.9,154,58.3,165,1,17.3,121
64.9,1,7.64,400,21.5,389,173,248,2.23,29.2,300
186,5.28,4.87,294,26.2,21.3,5.88,474,1.42,15.4,207
25.5,4.26,50,349,14.9,66.7,14.9,198,4.14,8.74,246
117,13,2.92,770,28.9,26.9,9.14,2525,1,20.2,496
18.3,1.61,69.2,2110,42.9,2.37,9.56,60.4,1.73,15.3,1472
67.3,2.48,10.9,59.9,26.7,375,57.8,178,3.89,38.9,47.4
54.2,3.19,3.62,1144,31.1,542,55.7,137,1,2.62,757
71.7,4.7,12.3,297,48.3,11.8,14.9,1446,1.86,2.17,189
19.5,3.96,3.85,965,16,91.4,36.8,89,2.21,28.1,621
205,6.67,1,241,11.4,48.7,14.5,704,1.03,11.4,135
14.3,1,2.71,519,23.3,157,20.2,123,1.89,4.91,355
107,1,4.87,403,30,52.3,5.19,229,1.81,46.1,255
9.82,2.53,7.3,62.1,12.4,12.7,8.43,62.6,3.55,17.5,63.2
137,17.8,4.66,193,23.7,54.7,21.9,2436,1,45.7,141
50,1.64,8.98,1027,10.2,27.4,5.28,69.2,1.12,11.1,626
57.8,6.67,6.49,1382,18.3,15.8,13.6,308,2.71,10.9,939
179,5,13,1420,22.5,23.5,5.05,542,1.05,11.8,1018
32.5,8.13,3.43,18.4,18.8,1.67,12.2,179,2.09,3.68,24.4
20,1.33,4.57,615,13,16.8,1,61.5,1.45,20.9,382
41.8,1,2.44,461,9.82,14.5,1,124,1.73,8.06,302
71,1.37,4.45,40.3,17.9,161,52.8,235,2.97,8.13,32.5
167,34.6,7.77,157,17.2,151,56.7,1055,1.45,22.3,110
78.4,13,9.22,1370,22.5,15.8,16.7,302,1,14.2,965
13.1,1.72,1,583,25.5,13.8,1,55.7,1.78,12.9,410
44.9,2.59,20,2714,71.7,25,10.5,188,34.6,13.5,1963
44.1,2.71,8.51,2072,34,29.4,13.8,102,4.53,14.6,1433
25.9,3.02,5.67,362,20.9,18.1,35.2,172,1.35,7.3,215
109,44.5,8.58,505,24.4,52.3,32.2,1370,2.92,19.6,297
65.5,2.23,5.67,368,34.9,20.5,8.51,255,8.66,4,225
42.6,1,23.5,55.7,42.9,96.5,27.6,69.2,14.3,18.3,43.7
143,28.6,17.2,262,42.6,120,38.2,5989,13.5,60.4,193
30.8,1,15,3278,21.9,44.5,17.3,37.5,1,11.2,2329
129,2.86,14.5,874,46.1,39.6,17.6,248,2.57,11,538
155,4.07,1.01,294,16.3,23.5,6.79,519,2.11,13.2,225
66.1,22.9,19.1,64.9,40.7,55.7,7.57,931,14.2,43.3,25.9
41,6.32,56.2,710,110,215,51.9,1446,33.7,26.9,396
43.7,5.83,1.39,248,22.9,24.6,33.7,1104,1,12.6,170
43.7,1.68,3.72,189,36.8,85.8,19.1,178,1.72,22.1,132
46.6,8.98,1.6,2480,22.7,15.7,4.87,1395,1,16,1685
70.4,1.29,12.3,205,31.6,13.1,32.8,127,1.41,1.27,142
18.9,1,9.47,362,17.6,30,15.3,50.5,3.22,17.8,241
22.9,3.19,3.75,813,19.3,30.8,18.9,64.4,1.11,16.3,523
42.2,1.18,11.3,120,22.9,115,15,118,1,19.1,74.3
47.4,1,20,426,74.3,16.4,11.7,66.1,11.1,17.8,284
37.5,2.59,3.85,59.9,12.6,160,10.8,1310,2.62,7.5,59.4
83.5,1,7.57,368,20.5,137,18.1,193,2.97,55.7,262
92.2,23.9,6.79,655,31.6,466,42.9,2813,1.65,2.35,422
77,1,2.69,146,13.5,38.9,3.92,109,1,43.7,86.6
63.8,3.92,37.5,389,48.3,20,23.9,328,6.98,7.17,248
63.2,2.5,7.04,302,28.9,170,37.5,130,1,27.1,223
25.5,1,5.42,113,15.1,71,40,46.1,1,12.3,106
47.4,3.34,5.88,184,26.7,5.14,5.57,146,1,2.33,125
145,1.23,8.28,213,19.8,53.3,10.6,325,1.7,11.9,181
31.6,1.13,12.3,806,22.3,41,18.6,115,4.49,18.8,567
26.9,1,10.1,3398,15.8,13,5.23,126,3.72,11.8,2436
70.4,9.73,4.96,491,16.4,22.1,9.06,2054,1,11.9,340
109,9.82,7.99,685,10.6,15,10.8,322,1.55,9.91,453
191,12,9.82,200,20.7,16.1,12.3,1731,2.48,14.6,131
38.9,6.49,4.45,155,44.9,94.7,21.5,141,1,9.73,109
50.5,1.61,10.6,17.6,17.8,50.9,40,158,1.35,8.66,5.78
50.9,1,13.1,2690,18.9,24.4,14.1,52.8,3.79,24.6,1794
35.2,1.43,10.6,478,34.9,34,4.41,54.7,1,25.9,305
58.3,12.9,2.64,947,9.73,58.8,6.98,1433,2.84,57.8,661
39.2,1.5,7.7,2763,16.8,594,141,217,5.88,79.9,1981
41,4.57,8.51,98.2,32.2,47.4,20.7,1176,1.05,6.38,59.9
204,5.14,7.5,1208,25.7,20.7,6.44,594,1.83,12,835
40.7,1,42.9,1144,73,13.8,10.5,118,20.5,2.25,698
100,2.29,8.2,207,32.2,13.2,28.4,276,3.68,3.19,170
95.6,3.49,18.8,89,39.2,50.5,61,300,14.3,30.8,74.3
15,1,259,355,48.3,20.4,15.7,28.4,6.98,7.3,253
27.1,1,9.47,281,26.2,39.6,17,87.4,1,13.9,196
22.7,1.11,15.7,86.6,31.3,13.6,7.43,67.3,5.28,14.2,63.2
53.3,23.9,145,673,32.8,14.9,13.8,991,9.56,13.2,441
114,21.5,7.64,45.3,18.9,98.2,36.8,2864,1,16.3,42.2
90.6,31.1,151,349,34.6,30.5,10.3,2329,5.28,8.51,279
149,2.04,13.8,509,23.7,106,30.5,389,2.35,15,337
65.5,2.13,8.2,11.4,31.9,112,58.8,179,2.89,21.5,9.56
27.6,1,16.4,400,50,80.6,21.9,73,8.82,53.8,294
32.2,2.53,7.57,151,12.5,77.7,23.3,85.1,2.02,14.7,117
13.2,4.96,12.1,1084,25.5,13.2,1.01,29.2,1,13.6,710
53.8,1.06,2.64,828,22.7,12.5,1,119,2.57,15,528
42.9,3.82,15.8,111,49.1,79.9,23.3,204,18.6,14.3,75.7
56.7,2.25,11.3,71.7,57.8,302,106,153,3.08,23.7,42.9
48.3,2.62,5.05,375,16.7,47.8,14.2,165,5.67,30,253
39.6,1,3.43,457,26.2,14.1,41.4,89.8,1.79,3.85,264
54.2,1.96,5.52,542,23.7,17.3,27.6,65.5,1.27,11.5,362
102,4.07,1,334,11.9,13.8,14.1,349,2.48,17.8,235
62.1,15.3,8.82,41,18.4,178,57.3,1055,2.09,35.5,34.6
18.6,2.79,6.26,219,28.1,50.5,14.9,73,3.13,30,127
19.6,1,7.43,362,27.1,44.1,19.1,63.2,2.17,18.1,267
79.1,1.32,9.73,63.8,38.9,142,26.2,308,3.25,4.83,62.6
36.5,1,9.91,599,30.8,107,17.9,79.1,4.87,10.9,372
19.1,1,6.04,1611,10.6,11.4,12.5,111,3.25,18.6,1084
64.4,19.1,6.55,3889,30,86.6,13.3,1075,3.72,11.3,2738
43.7,2.97,107,368,34,300,69.2,120,12.7,16.4,241
15,1.79,8.66,1794,21.7,78.4,19.5,30.8,3.22,11.3,1241
103,2.81,9.73,73,16,42.6,101,362,2.02,13.7,43.3
78.4,4.49,17.9,90.6,38.5,158,25,248,12.4,64.4,72.3
20.5,1.54,4.91,1037,18.1,77.7,14.1,60.4,3.43,10.3,661
69.2,2.94,4.07,457,13.9,334,92.2,227,1.3,43.7,292
28.1,1,17.9,133,55.7,112,39.6,77,19.8,11.7,91.4
33.7,7.99,3.96,155,15.7,67.9,18.1,111,2.11,41,130
58.8,10.2,25.9,143,112,16.1,39.6,1963,82.8,8.35,111
27.1,1.65,59.4,30.5,31.9,20,3.16,828,4.45,16.5,30.5
50,2,4.96,422,40,89,38.5,195,1,5.78,319
66.1,9.82,11,906,20.2,139,26.9,1554,1.76,10.6,578
84.3,2.59,3.25,644,15.4,111,18.3,172,1,5,449
161,3.13,16.4,213,43.3,158,44.1,375,12.6,15.3,117
67.3,21.9,17,939,20.2,63.8,14.9,1433,1,11.4,615
22.5,5.23,13.6,441,19.6,36.2,20.7,195,3.89,18.1,313
75.7,4.1,8.66,98.2,28.4,51.9,36.8,205,4.1,26.4,77.7
31.1,1,5.94,225,26.7,12.5,11.5,30.5,1,14.5,153
62.1,3.08,7.43,538,19.1,40.7,14.2,1554,1,19.3,368
46.1,6.15,167,533,29.4,17.6,12,149,6.92,18.1,349
31.3,1.86,6.98,1486,17.6,18.1,15.5,113,1,18.9,1046
22.5,1,11.7,533,44.5,41.8,1.86,22.9,1.33,31.9,334
50,14.6,15.3,1407,15.1,34.9,12.1,604,1.35,28.4,922
213,51.9,9.22,104,16.8,10.9,17.8,7041,1,3.96,90.6
44.9,5.42,13.5,1486,15.3,23.9,25.9,1794,2.35,13.1,1018
68.5,2.25,1,289,30.2,71,40,165,2.55,16.5,205
28.6,1,6.26,331,8.66,289,59.9,55.2,1.33,3.62,213
28.4,1,4.18,246,24.4,8.06,15.8,136,1,13.6,165
119,1.53,12,269,44.9,18.8,21.9,389,1,13.8,200
48.7,1.02,20,1420,30.2,127,49.6,167,2.86,18.1,914
196,1.86,9.06,281,66.7,34.6,8.82,368,1.98,19.5,143
42.2,2.62,5.94,253,44.5,13.8,7.5,88.2,1.19,13.1,142
44.1,7.37,7.84,328,30.5,16,1.04,1358,3.28,17.3,229
142,10.3,1,2503,35.5,111,23.3,1946,1,10.6,1778
52.3,16.3,9.65,127,23.7,39.2,12.3,1382,2.31,26.9,85.8
62.1,1.76,12.4,322,23.7,20.4,13.5,158,1.98,9.14,227
163,1,10.3,414,21.9,1,14.9,276,1,13.7,319
27.4,2.15,29.7,914,73,117,30.2,150,36.2,8.35,588
60.4,1.43,6.21,313,37.2,16.8,18.9,153,2.92,3.31,223
69.2,3.96,2.46,1747,27.1,7.17,33.7,196,1.31,7.57,1252
85.1,9.73,8.51,269,14.5,11.2,30,1611,1.36,32.8,221
55.2,3.72,23.7,615,32.8,25.7,17.5,237,6.85,13.8,414
102,11.3,1,302,26.2,17.6,5.23,2110,3.96,23.7,209
117,5.14,5.14,750,47,15.3,9.65,407,3.46,21.3,491
73.7,3.65,2.76,1554,37.5,57.8,24.4,255,1.13,5.67,965
41.4,1,34.9,594,43.7,10.6,1,117,9.14,10,359
77.7,9.22,14.1,2690,22.9,27.6,4.74,322,1,23.1,1877
239,6.04,4.57,433,31.3,123,55.7,1596,1.39,56.7,292
30,1,4.18,183,15.8,37.5,5.78,30.5,1,47.8,151
69.8,5.14,10,1512,36.5,8.98,20.5,1407,1,4.83,1055
82,23.7,9.91,362,55.7,85.1,27.4,1596,4.1,19.6,250
58.8,3.13,7.77,153,20.7,29.4,6.04,198,3.4,16.1,101
44.5,1,6.98,179,18.9,22.5,19.5,102,1,14.5,136
147,47.8,10.8,34,27.9,26.7,31.9,1999,1.47,10.2,32.5
18.6,2.09,3.52,1208,23.5,31.9,32.5,692,1,17.3,866
75.7,3.85,3.96,231,24.6,108,29.7,225,1.21,41.4,170
34.3,5.73,2.74,253,31.1,69.8,17,1046,1,10.3,120
50.5,11,24.1,259,71.7,131,23.7,1114,13.8,5.38,184
52.8,1,4.07,40.7,16.4,57.3,18.6,72.3,1,12.7,44.1
40,1.78,7.84,300,22.3,101,66.7,136,2.07,34,205
82,1,7.57,178,40.7,165,24.8,191,1.17,17.8,100
90.6,6.26,2.19,253,25.3,21.9,10,337,2.92,17.8,158
22.9,1,2.17,2788,38.9,131,46.1,78.4,1.88,8.58,1928
73.7,2.09,2.13,45.7,20.7,85.1,13.2,906,1.95,9.82,10.6
45.7,2.79,4.14,426,15.5,67.3,26.7,165,1.75,13.1,271
55.2,3,11.2,661,23.7,45.7,26.7,104,5.38,20.9,461
14.6,3.62,8.43,4.29,55.7,21.5,14.7,26.2,2.79,5.83,4.74
36.5,6.04,10.8,193,13.2,10.6,6.55,2329,2.39,8.74,78.4
132,28.6,4.26,478,22.3,205,30.8,4698,2.48,12.4,308
47.4,1.61,4.57,500,21.5,104,12.3,92.2,1,7.99,337
51.4,7.1,12.4,615,3.59,76.4,25.9,835,2.15,8.74,422
69.2,12.5,18.4,632,42.6,36.2,19.6,1009,15.4,13.8,449
35.5,2.33,26.4,27.6,27.9,34.6,15.1,204,1.04,9.82,33.4
67.3,2.21,10.9,94.7,15.7,60.4,18.4,165,1,9.91,87.4
40.7,1,3.59,241,34,18.3,14.2,89,3.55,12.1,164
50,3.16,1,114,17.2,27.1,15.7,2503,1.75,14.1,77
54.7,7.7,5.09,168,40.3,55.2,9.06,1370,1.73,24.8,98.2
56.7,1.75,10,37.2,41.4,1055,352,164,15,46.1,32.5
126,8.51,9.39,1219,41.4,49.6,17.9,389,1.26,8.51,835
22.3,4.33,12.3,186,31.3,189,24.8,77,1,8.2,103
101,15,9.91,157,44.1,16.4,28.1,355,2.59,8.2,117
29.7,3.05,3.62,1540,11.4,79.1,10.4,698,2.07,55.2,1009
69.8,13.3,7.91,1241,21.9,84.3,13.8,1843,6.15,7.5,777
29.2,3.75,4.45,704,30.8,105,28.6,139,1.31,5.99,410
50.5,8.06,77,1685,25,13.7,13.8,1395,2.04,15.7,1208
36.2,1.36,11,223,18.9,204,9.06,50.5,2.67,1,160
119,3.16,11.5,422,31.9,120,59.9,248,3.96,18.6,292
42.9,1,7.1,362,23.1,23.3,33.4,61,1.53,2.97,235
26.4,1.42,9.39,255,19.3,85.8,23.7,75,1,41.4,188
75,1.33,10.8,1433,19.6,19.3,4.14,147,1.91,15.1,906
48.7,6.67,9.31,24.8,33.7,108,57.8,319,1,47.4,25.5
18.6,4.29,1,325,30.2,82.8,21.5,62.1,2.79,13.7,229
27.1,2.13,10.9,610,27.1,65.5,28.9,61,1.04,44.1,385
70.4,23.9,18.3,1208,50.5,15.4,7.64,982,28.6,10.8,835
90.6,1.24,11.5,158,14.7,125,53.3,305,3.52,7.23,92.2
108,1.51,9.91,396,24.1,19.3,6.67,281,1.24,12.9,276
56.2,10.7,2.29,12,34,165,47.4,2714,3.82,78.4,9.39
64.9,20.2,17.8,191,28.4,24.8,9.73,1114,1,22.9,146
50,1,10.1,1155,15.8,109,36.2,111,1,9.73,791
21.3,2.94,2.97,2690,22.1,379,175,68.5,1.58,17.2,1928
49.6,1,3.43,441,7.43,24.8,26.7,82,1.83,12.9,311
59.4,15.3,11.1,422,21.1,198,24.8,1540,1,6.44,289
42.9,1.25,7.91,48.7,20.9,37.5,19.8,91.4,2.19,19.1,33.4
34.6,4.53,9.73,882,19.1,610,136,1731,1,31.3,528
75.7,7.23,13.3,365,21.5,13.7,15,2267,2.69,18.1,255
41,3.65,7.1,73.7,20.9,478,158,221,1,16.5,59.9
34.9,3.19,10.6,308,13.6,145,25,158,1,15.4,178
46.1,5.57,41,1894,35.5,207,54.2,1625,3.62,16.8,1310
97.3,3.19,18.3,103,43.3,107,8.98,246,16.1,57.3,50.9
157,9.47,3.85,1928,16.7,257,23.5,355,1.53,7.77,1370
77,1.15,19.1,588,57.8,18.4,16.1,198,18.9,13.6,375
49.6,5.09,7.1,219,35.5,40,17.3,233,1,12.7,147
31.1,1.42,1.68,237,10.2,56.2,20.2,35.2,3.19,16.8,153
38.5,2.48,89,292,40.7,113,48.3,125,4.45,25.7,209
58.3,4.49,4.83,414,28.9,26.9,8.66,130,4.07,12.4,279
45.3,2.46,9.91,1433,39.2,35.2,5.62,217,14.2,24.6,982
28.9,1.86,10,1155,44.5,103,50.5,106,1,6.67,750
89.8,3.62,3.34,806,24.1,73.7,12.2,308,2.41,9.91,519
25.7,2.09,16.3,286,30,3.02,21.3,54.7,1.31,19.3,170
44.5,2.19,34,359,30.2,22.7,14.5,193,10.5,23.9,244
52.8,1.57,7.5,947,29.4,403,56.2,154,1.23,1.54,594
56.7,2.25,28.4,61,54.2,109,15,1596,37.2,41,50.9
102,3.4,4.45,122,10.2,137,12.5,319,2.04,60.4,90.6
48.3,1.84,5.83,547,35.5,37.9,5.78,1134,3.59,31.1,368
51.9,1.13,5.78,1027,22.1,11.2,6.1,157,1,14.7,710
31.9,1,13.9,131,31.9,90.6,7.7,15.1,8.35,7.43,89
149,1.43,21.7,813,61.5,5.83,27.4,346,7.5,16.1,523
82.8,5.57,9.82,311,47.8,17.5,18.1,365,2.48,11.8,211
71.7,15.8,7.57,710,30.5,111,737,1275,3.4,131,441
57.8,1.88,5.62,100,17.5,16.1,5.94,195,1.25,14.6,56.2
40,1.18,11,340,32.2,78.4,22.7,178,3.02,12.4,213
89,5.33,205,429,56.7,15.8,61.5,365,4.66,4.03,331
58.3,1,2.46,355,21.1,219,71,173,2.17,34.9,262
33.1,1,11,79.9,7.5,193,56.2,84.3,5.33,36.5,76.4
160,3.46,7.04,2091,22.5,173,44.5,583,2.79,11.2,1499
15.5,1,7.37,56.7,14.2,13.3,6.73,68.5,2.5,16.7,50
69.8,3.37,3.34,313,27.6,89,36.2,267,1,10.5,225
85.1,31.1,1.05,359,18.9,15.3,5.38,1055,1.96,17.8,225
54.2,3.4,15.1,167,42.6,20.5,12.4,151,1,15.3,94.7
58.8,8.35,11.3,346,16,137,52.3,1499,2.17,25.7,189
123,5.42,2.25,661,31.9,20.5,46.6,241,8.66,4.78,426
137,1,1.79,286,12.5,14.2,1.27,267,1.54,17.8,172
246,26.4,8.82,704,16.7,83.5,26.2,8896,1,12.1,491
130,1.76,3.02,437,8.82,253,30.8,322,1.26,10.4,311
25.9,1.76,10.7,58.8,21.3,14.2,17.5,57.3,1.06,8.66,34.3
40.7,2.59,8.43,1762,35.9,89.8,17.9,78.4,1,9.73,1230
